rk,player,squad,nation,pos,primary_pos,age,ninetys,tag
5241,Kai Wagner,Philadelphia Union,GER,DF,DF,28,21.3,zagueiro_construtor
5242,Conrad Wallem,St. Louis,NOR,"MF,DF",MF,25,18.1,meia_criativo
5243,Joel Waterman,CF Montréal,CAN,DF,DF,29,15.0,zagueiro_construtor
5244,Akil Watts,St. Louis,USA,"MF,DF",MF,25,15.7,box_to_box
5245,Marcelo Weigandt,Inter Miami,ARG,DF,DF,25,10.3,zagueiro_construtor
5246,Michael Wentzel,St. Louis,GER,DF,DF,23,1.1,zagueiro_construtor
5247,Francis Westfield,Philadelphia Union,USA,DF,DF,19,15.7,zagueiro_construtor
5248,Ashley Westwood,Charlotte,ENG,MF,MF,35,24.0,box_to_box
5249,Brian White,Vancouver W'caps,USA,FW,FW,29,14.2,centroavante_goleador
5250,Adrian Wibowo,LAFC,USA,FW,FW,19,0.2,centroavante_goleador
5251,Derrick Williams,Atlanta Utd,IRL,DF,DF,32,13.5,zagueiro_construtor
5252,Samuel Williams,Chicago Fire,USA,MF,MF,20,3.5,meia_criativo
5253,Thomas Williams,Orlando City,USA,DF,DF,20,0.1,zagueiro_construtor
5254,Eryk Williamson,Charlotte,USA,"MF,FW",MF,28,5.1,meia_criativo
5255,Joe Willis,Nashville SC,USA,GK,GK,36,24.0,goleiro_titular
5256,Bruno Wilson,SJ Earthquakes,POR,DF,DF,28,9.3,zagueiro_construtor
5257,Henry Wingo,Toronto FC,USA,DF,DF,29,3.1,zagueiro_construtor
5258,Hannes Wolf,NYCFC,AUT,"FW,MF",FW,26,20.1,centroavante_goleador
5259,Owen Wolff,Austin,USA,"MF,FW",MF,20,18.8,meia_criativo
5260,Tyler Wolff,Real Salt Lake,USA,"FW,MF",FW,22,3.2,centroavante_goleador
5261,Elijah Wynder,LA Galaxy,USA,MF,MF,22,3.8,meia_criativo
5262,Miki Yamane,LA Galaxy,JPN,DF,DF,31,18.8,zagueiro_construtor
5263,Dominik Yankov,CF Montréal,BUL,MF,MF,24,0.3,meia_criativo
5264,Darren Yapi,Colorado Rapids,USA,"FW,MF",FW,20,10.5,centroavante_goleador
5265,Joshua Yaro,St. Louis,GHA,DF,DF,30,14.1,zagueiro_construtor
5266,Patrick Yazbek,Nashville SC,AUS,MF,MF,23,16.2,box_to_box
5267,Kelvin Yeboah,Minnesota Utd,ITA,FW,FW,25,17.2,centroavante_goleador
5268,Yaw Yeboah,LAFC,GHA,"MF,FW",MF,28,4.8,box_to_box
5269,DeAndre Yedlin,FC Cincinnati,USA,DF,DF,32,19.2,zagueiro_construtor
5270,Maya Yoshida,LA Galaxy,JPN,DF,DF,36,19.1,zagueiro_construtor
5271,Jackson Yueill,NE Revolution,USA,"MF,FW",MF,28,5.2,meia_criativo
5272,Alhassan Yusuf,NE Revolution,NGA,MF,MF,25,22.9,meia_criativo
5273,Wilfried Zaha,Charlotte,CIV,"FW,MF",FW,32,20.4,centroavante_goleador
5274,Joseph Zalinsky,St. Louis,USA,DF,DF,22,2.5,zagueiro_construtor
5275,Eriq Zavaleta,LA Galaxy,SLV,DF,DF,32,1.4,zagueiro_construtor
5276,Sean Zawadzki,Columbus Crew,USA,"DF,MF",DF,25,21.0,zagueiro_construtor
5277,Walker Zimmerman,Nashville SC,USA,DF,DF,32,10.9,zagueiro_construtor
5278,Philip Zinckernagel,Chicago Fire,DEN,"FW,MF",FW,30,18.4,centroavante_goleador
5279,Rida Zouhir,D.C. United,CAN,"MF,FW",MF,21,3.0,meia_criativo
5280,Dario Župarić,Portland Timbers,BIH,DF,DF,33,9.3,zagueiro_construtor
5281,Lucas Abascia,Cen. Córdoba–SdE,ARG,DF,DF,29,7.8,zagueiro_construtor
5282,Luciano Abecasis,Ind. Rivadavia,ARG,DF,DF,35,1.0,zagueiro_construtor
5283,Ramón Ábila,Huracán,ARG,FW,FW,35,2.0,centroavante_goleador
5284,Ignacio Abraham,Banfield,SYR,DF,DF,27,5.1,zagueiro_construtor
5285,Gonzalo Abrego,Godoy Cruz,ARG,MF,MF,25,11.4,meia_criativo
5286,Jonás Acevedo,Instituto,ARG,"MF,FW",MF,28,7.4,meia_criativo
5287,Juan Achetoni,Aldosivi,ARG,FW,FW,20,0.0,centroavante_goleador
5288,Guillermo Acosta,Atlé Tucumán,ARG,MF,MF,36,9.9,meia_criativo
5289,Lautaro Acosta,Lanús,ARG,FW,FW,37,0.2,centroavante_goleador
5290,Lucas Acosta,San Martín de San Juan,ARG,"FW,DF",FW,20,0.1,centroavante_goleador
5291,Lucas Acosta,Sarmiento,ARG,GK,GK,30,18.0,goleiro_titular
5292,Marcos Acuña,River Plate,ARG,DF,DF,33,12.9,zagueiro_construtor
5293,Valentino Acuña,Newell's OB,ARG,"FW,DF",FW,19,1.1,centroavante_goleador
5294,Tomás Adoryán,Banfield,ARM,"MF,FW",MF,23,6.0,meia_criativo
5295,Luis Advíncula,Boca Juniors,PER,DF,DF,35,10.0,zagueiro_construtor
5296,Alan Aguerre,Cen. Córdoba–SdE,ARG,GK,GK,34,16.0,goleiro_titular
5297,Mateo Aguiar,Defensa y Just,ARG,MF,MF,18,0.2,box_to_box
5298,Emanuel Aguilera,Defensa y Just,ARG,DF,DF,36,11.1,zagueiro_construtor
5299,Brian Aguirre,Boca Juniors,ARG,FW,FW,22,1.3,centroavante_goleador
5300,Manuel Agustín Duarte,Barracas Central,ARG,"MF,FW",MF,23,5.2,box_to_box
5301,Gabriel Alanís,Huracán,ARG,FW,FW,31,10.9,centroavante_goleador
5302,Agustín Alaniz,Banfield,URU,"FW,MF",FW,23,11.5,centroavante_goleador
5303,Fernando Alarcón,Instituto,ARG,DF,DF,31,18.0,zagueiro_construtor
5304,William Alarcón,Boca Juniors,CHI,MF,MF,24,6.5,meia_criativo
5305,Lucas Alario,Estudiantes–LP,ARG,FW,FW,32,6.9,centroavante_goleador
5306,Franco Alfonso,Cen. Córdoba–SdE,ARG,"FW,MF",FW,23,2.7,centroavante_goleador
5307,Rodrigo Aliendro,River Plate,ARG,MF,MF,34,5.4,meia_criativo
5308,Agustín Almendra,Racing Club,ARG,MF,MF,25,9.9,meia_criativo
5309,Antony Alonso,Deportivo Riestra,ARG,"MF,FW",MF,27,7.2,box_to_box
5310,Facundo Altamira,Godoy Cruz,ARG,"FW,MF",FW,23,7.2,centroavante_goleador
5311,Pablo Altamirano,Newell's OB,ARG,MF,MF,20,0.2,box_to_box
5312,Francisco Álvarez,Arg Juniors,ARG,DF,DF,25,16.9,zagueiro_construtor
5313,Franco Amarfil,Ind. Rivadavia,ARG,MF,MF,24,15.5,meia_criativo
5314,Fabricio Amato,Ind. Rivadavia,ARG,MF,MF,21,0.3,box_to_box
5315,Santino Andino,Godoy Cruz,ARG,"FW,MF",FW,19,8.8,centroavante_goleador
5316,Isaías Andrada,Vélez Sarsfield,ARG,"DF,MF",DF,22,1.8,zagueiro_construtor
5317,Juan Andrada,Sarmiento,ARG,MF,MF,30,1.1,box_to_box
5318,Tobías Andrada,Vélez Sarsfield,ARG,MF,MF,18,0.7,meia_criativo
5319,Álvaro Angulo,Independiente,COL,DF,DF,28,8.7,zagueiro_construtor
5320,Luis Angulo,Cen. Córdoba–SdE,COL,"FW,MF",FW,21,11.0,centroavante_goleador
5321,Luis Angulo,Talleres,COL,FW,FW,21,0.3,centroavante_goleador
5322,Federico Anselmo,San Martín de San Juan,ARG,FW,FW,31,9.9,centroavante_goleador
5323,Mateo Antoni,Arg Juniors,URU,MF,MF,22,0.0,box_to_box
5324,Dylan Aquino,Lanús,ARG,"FW,MF",FW,20,7.2,centroavante_goleador
5325,Alex Arce,Ind. Rivadavia,PAR,FW,FW,30,1.0,centroavante_goleador
5326,Ignacio Arce,Deportivo Riestra,ARG,GK,GK,33,17.0,goleiro_titular
5327,Lucas Arce,Godoy Cruz,ARG,DF,DF,27,9.7,zagueiro_construtor
5328,Joaquín Ardaiz,Arg Juniors,URU,"FW,MF",FW,26,0.1,centroavante_goleador
5329,Joaquín Ardaiz,Sarmiento,URU,FW,FW,26,1.6,centroavante_goleador
5330,Facundo Ardiles,Godoy Cruz,ARG,DF,DF,26,0.5,zagueiro_construtor
5331,Gabriel Arias,Racing Club,CHI,GK,GK,37,12.3,goleiro_titular
5332,Matías Arias,Vélez Sarsfield,ARG,MF,MF,18,0.2,box_to_box
5333,Ramón Arias,Tigre,URU,DF,DF,32,3.1,zagueiro_construtor
5334,Franco Armani,River Plate,ARG,GK,GK,38,18.0,goleiro_titular
5335,Blas Armoa,Tigre,PAR,FW,FW,25,3.2,centroavante_goleador
5336,Marcos Arturia,Banfield,ARG,FW,FW,27,5.2,centroavante_goleador
5337,Santiago Arzamendia,Estudiantes–LP,PAR,DF,DF,27,10.2,zagueiro_construtor
5338,Santiago Ascacíbar,Estudiantes–LP,ARG,MF,MF,28,14.0,meia_criativo
5339,Jorge de Asís,Gimnasia–LP,ARG,MF,MF,19,0.0,box_to_box
5340,Agustín Auzmendi,Godoy Cruz,ARG,FW,FW,28,4.7,centroavante_goleador
5341,Carlos Auzqui,Atlé Tucumán,ARG,MF,MF,34,7.4,meia_criativo
5342,Gabriel Ávalos,Independiente,PAR,FW,FW,34,11.5,centroavante_goleador
5343,Elías Báez,San Lorenzo,ARG,DF,DF,20,17.2,zagueiro_construtor
5344,Claudio Baeza,Vélez Sarsfield,CHI,MF,MF,31,5.1,meia_criativo
5345,Mateo Bajamich,Atlé Tucumán,ARG,"FW,MF",FW,25,8.1,centroavante_goleador
5346,Kevin Balanta,Defensa y Just,COL,DF,DF,28,4.7,zagueiro_construtor
5347,Adrián Balboa,Racing Club,URU,FW,FW,31,6.4,centroavante_goleador
5348,Franco Baldassarra,Platense,ARG,MF,MF,26,2.7,meia_criativo
5349,Éver Banega,Newell's OB,ARG,MF,MF,37,14.8,meia_criativo
5350,Nahuel Banegas,Tigre,ARG,DF,DF,28,13.4,zagueiro_construtor
5351,Juan Barbieri,Ind. Rivadavia,ARG,"FW,MF",FW,28,4.9,centroavante_goleador
5352,David Barbona,Defensa y Just,ARG,"MF,FW",MF,30,3.1,meia_criativo
5353,Juan Barinaga,Boca Juniors,ARG,DF,DF,24,2.5,zagueiro_construtor
5354,Williams Barlasina,Newell's OB,ARG,GK,GK,27,1.0,goleiro_reserva
5355,Williams Barlasina,Aldosivi,ARG,GK,GK,27,4.0,goleiro_titular
5356,Daniel Barrea,Godoy Cruz,ARG,"FW,MF",FW,23,5.2,centroavante_goleador
5357,Diego Barrera,Cen. Córdoba–SdE,ARG,"MF,FW",MF,21,3.9,meia_criativo
5358,Alan Barrionuevo,Tigre,ARG,DF,DF,28,1.1,zagueiro_construtor
5359,Martín Barrios,Racing Club,URU,MF,MF,26,4.9,meia_criativo
5360,Nahuel Barrios,Barracas Central,ARG,"MF,FW",MF,27,7.4,box_to_box
5361,Rafael Barrios,Barracas Central,ARG,DF,DF,32,5.0,zagueiro_construtor
5362,Bautista Barros Schelotto,Platense,ARG,DF,DF,25,4.5,zagueiro_construtor
5363,Damián Batallini,Instituto,ARG,"MF,FW",MF,29,8.0,meia_criativo
5364,Rodrigo Battaglia,Boca Juniors,ARG,"DF,MF",DF,34,12.1,zagueiro_construtor
5365,Juan Bautista Cejas,Godoy Cruz,ARG,"FW,MF",FW,27,0.8,centroavante_goleador
5366,Jonathan Bay,Platense,ARG,DF,DF,32,5.3,zagueiro_construtor
5367,Tomás Belmonte,Boca Juniors,ARG,MF,MF,27,9.9,meia_criativo
5368,Gastón Benavídez,Talleres,ARG,DF,DF,29,9.8,zagueiro_construtor
5369,Gastón Benedetti,Estudiantes–LP,ARG,DF,DF,24,6.6,zagueiro_construtor
5370,Nicolás Benegas,Deportivo Riestra,ARG,FW,FW,29,10.6,centroavante_goleador
5371,Rubén Bentancourt,Arg Juniors,URU,FW,FW,32,1.1,centroavante_goleador
5372,Lucas Besozzi,Tigre,ARG,FW,FW,22,0.5,centroavante_goleador
5373,Lucas Besozzi,Cen. Córdoba–SdE,ARG,"MF,FW",MF,22,1.0,meia_criativo
5374,Juan Bisanz,Banfield,ARG,"FW,MF",FW,23,5.7,centroavante_goleador
5375,Juan Bisanz,Huracán,ARG,FW,FW,23,0.4,centroavante_goleador
5376,Lautaro Blanco,Boca Juniors,ARG,DF,DF,26,12.8,zagueiro_construtor
5377,Pablo de Blasis,Gimnasia–LP,ARG,MF,MF,37,7.7,meia_criativo
5378,Lucas Blondel,Boca Juniors,SUI,"DF,MF",DF,28,6.1,zagueiro_construtor
5379,Roberto Bochi,Aldosivi,ARG,MF,MF,35,11.3,meia_criativo
5380,Luciano Boggio,Lanús,ITA,MF,MF,26,0.1,box_to_box
5381,Enrique Bologna,Defensa y Just,ARG,GK,GK,43,17.0,goleiro_titular
5382,Matías Borgogno,San Martín de San Juan,ARG,GK,GK,26,17.0,goleiro_titular
5383,Miguel Borja,River Plate,COL,FW,FW,32,10.5,centroavante_goleador
5384,Benjamín Bosch,Vélez Sarsfield,ARG,MF,MF,20,1.2,box_to_box
5385,Sebastián Boselli,Estudiantes–LP,URU,DF,DF,21,11.6,zagueiro_construtor
5386,Rubén Botta,Talleres,ARG,"MF,FW",MF,35,7.7,meia_criativo
5387,Tomás Bottari,Ind. Rivadavia,ARG,MF,MF,24,9.0,box_to_box
5388,Walter Bou,Lanús,ARG,FW,FW,31,12.8,centroavante_goleador
5389,Agustín Bouzat,Vélez Sarsfield,ARG,MF,MF,31,15.5,meia_criativo
5390,Mariano Bracamonte,Deportivo Riestra,ARG,DF,DF,26,6.5,zagueiro_construtor
5391,Malcom Braida,San Lorenzo,ARG,"FW,MF",FW,28,14.8,centroavante_goleador
5392,Malcom Braida,Boca Juniors,ARG,FW,FW,28,1.7,centroavante_goleador
5393,Moisés Brandán,Atlé Tucumán,ARG,DF,DF,25,3.4,zagueiro_construtor
5394,Agustin Bravo,Rosario Central,ARG,"DF,FW",DF,24,2.2,zagueiro_construtor
5395,Gonzalo Bravo,Deportivo Riestra,ARG,"MF,FW",MF,35,1.4,box_to_box
5396,Néstor Breitenbruch,Aldosivi,ARG,DF,DF,29,14.9,zagueiro_construtor
5397,Leandro Brey,Boca Juniors,ARG,GK,GK,22,2.0,goleiro_titular
5398,Norberto Briasco,Gimnasia–LP,ARM,"FW,MF",FW,29,3.6,centroavante_goleador
5399,Elías Brito,Lanús,ARG,DF,DF,19,0.0,zagueiro_construtor
5400,Miguel Brizuela,Atlé Tucumán,ARG,DF,DF,28,12.5,zagueiro_construtor
5401,Manuel Brondo,Arg Juniors,ARG,"FW,MF",FW,23,0.7,centroavante_goleador
5402,Jorge Broun,Rosario Central,ARG,GK,GK,39,16.0,goleiro_titular
5403,Facundo Bruera,Barracas Central,ARG,"FW,MF",FW,26,7.4,centroavante_goleador
5404,Leonel Bucca,Ind. Rivadavia,ARG,MF,MF,26,0.3,box_to_box
5405,Valentín Burgoa,Sarmiento,ARG,"MF,FW",MF,25,6.8,meia_criativo
5406,Esteban Burgos,San Martín de San Juan,ARG,DF,DF,33,9.1,zagueiro_construtor
5407,Joaquín Burgos,Estudiantes–LP,ARG,"FW,MF",FW,20,5.3,centroavante_goleador
5408,Javier Burrai,Talleres,ECU,GK,GK,34,1.5,goleiro_reserva
5409,Fabricio Bustos,River Plate,ARG,DF,DF,29,5.3,zagueiro_construtor
5410,Nahuel Bustos,Talleres,ARG,"FW,MF",FW,27,7.9,centroavante_goleador
5411,Favio Cabral,Cen. Córdoba–SdE,ARG,FW,FW,24,4.3,centroavante_goleador
5412,Luciano Cabral,Independiente,CHI,MF,MF,30,9.4,meia_criativo
5413,Rodrigo Cabral,Huracán,ARG,"FW,MF",FW,24,2.5,centroavante_goleador
5414,Yonathan Cabral,Aldosivi,ARG,DF,DF,33,4.4,zagueiro_construtor
5415,Bruno Cabrera,Lanús,ARG,FW,FW,22,2.2,centroavante_goleador
5416,Elías Cabrera,Tigre,ARG,"MF,FW",MF,22,11.8,meia_criativo
5417,Lisandro Cabrera,Atlé Tucumán,ARG,"FW,MF",FW,27,4.2,centroavante_goleador
5418,Juan Cáceres,Lanús,PAR,DF,DF,25,3.0,zagueiro_construtor
5419,Brian Calderara,Newell's OB,ARG,DF,DF,26,0.8,zagueiro_construtor
5420,Facundo Cambeses,Racing Club,ARG,GK,GK,28,4.7,goleiro_titular
5421,Juan Camilo Portilla,Talleres,COL,MF,MF,26,9.8,meia_criativo
5422,Jaminton Campaz,Rosario Central,COL,"FW,MF",FW,25,10.6,centroavante_goleador
5423,Jhonatan Candia,Barracas Central,URU,"FW,MF",FW,30,11.2,centroavante_goleador
5424,Alexis Canelo,Lanús,ARG,FW,FW,33,2.8,centroavante_goleador
5425,Ezequiel Cañete,Unión,ARG,"MF,FW",MF,26,0.5,box_to_box
5426,Ezequiel Cannavo,Defensa y Just,ARG,DF,DF,23,13.4,zagueiro_construtor
5427,Víctor Cantillo,Huracán,COL,"MF,FW",MF,31,0.3,meia_criativo
5428,Giovanni Cantizano,Rosario Central,ARG,"MF,FW",MF,18,0.7,box_to_box
5429,Nicolás Capraro,Barracas Central,ARG,DF,DF,27,1.5,zagueiro_construtor
5430,Gabriel Carabajal,Sarmiento,ARG,"MF,FW",MF,33,8.4,box_to_box
5431,Mauricio Cardillo,Ind. Rivadavia,ARG,"MF,DF",MF,22,9.8,box_to_box
5432,Tomás Cardona,Tigre,ARG,FW,FW,29,0.1,centroavante_goleador
5433,Tomás Cardona,Talleres,ARG,DF,DF,29,2.0,zagueiro_construtor
5434,Agustín Cardozo,Lanús,ARG,MF,MF,28,15.3,meia_criativo
5435,Juan Cardozo,Arg Juniors,PAR,MF,MF,21,1.3,meia_criativo
5436,Leonel Cardozo,Lanús,ARG,DF,DF,21,1.1,zagueiro_construtor
5437,Thiago Cardozo,Unión,URU,GK,GK,28,14.0,goleiro_titular
5438,Thiago Cardozo,Belgrano,URU,GK,GK,28,1.0,goleiro_reserva
5439,Jan Carlos Hurtado,Gimnasia–LP,VEN,FW,FW,25,4.0,centroavante_goleador
5440,Nicolás Caro,Deportivo Riestra,ARG,DF,DF,30,8.2,zagueiro_construtor
5441,Jorge Carranza,Aldosivi,ARG,GK,GK,44,13.0,goleiro_titular
5442,Ramiro Carrera,Lanús,ARG,"MF,FW",MF,31,10.0,meia_criativo
5443,Guido Carrillo,Estudiantes–LP,ARG,FW,FW,34,9.2,centroavante_goleador
5444,Maher Carrizo,Vélez Sarsfield,ARG,"FW,MF",FW,19,9.8,centroavante_goleador
5445,Maximiliano Casa,San Martín de San Juan,ARG,MF,MF,32,0.6,meia_criativo
5446,Milton Casco,River Plate,ARG,DF,DF,37,5.4,zagueiro_construtor
5447,Rodrigo Cáseres,San Martín de San Juan,ARG,DF,DF,27,13.1,zagueiro_construtor
5448,Yuri Casermeiro,Cen. Córdoba–SdE,ARG,DF,DF,23,6.0,zagueiro_construtor
5449,Kevin Castaño,River Plate,COL,MF,MF,24,6.1,meia_criativo
5450,Rodrigo Castillo,Lanús,ARG,"FW,MF",FW,26,0.4,centroavante_goleador
5451,Rodrigo Castillo,Gimnasia–LP,ARG,FW,FW,26,15.4,centroavante_goleador
5452,Alexis Castro,Estudiantes–LP,ARG,"FW,MF",FW,30,4.0,centroavante_goleador
5453,Lucas Castro,Gimnasia–LP,ARG,MF,MF,36,12.3,meia_criativo
5454,Nicolás Castro,Atlé Tucumán,ARG,MF,MF,34,2.9,meia_criativo
5455,Juan Cavallaro,San Martín de San Juan,ARG,"MF,FW",MF,31,4.9,meia_criativo
5456,Tomás Cavanagh,Vélez Sarsfield,ARG,DF,DF,24,1.8,zagueiro_construtor
5457,Edinson Cavani,Boca Juniors,URU,FW,FW,38,9.5,centroavante_goleador
5458,Emanuel Cecchini,San Lorenzo,ARG,MF,MF,28,6.5,meia_criativo
5459,Milton Céliz,Deportivo Riestra,ARG,MF,MF,32,15.8,meia_criativo
5460,Ezequiel Centurión,Ind. Rivadavia,ARG,GK,GK,28,17.0,goleiro_titular
5461,Giuliano Cerato,Aldosivi,ARG,"MF,DF",MF,27,11.4,meia_criativo
5462,Ezequiel Cerutti,San Lorenzo,ARG,FW,FW,33,8.9,centroavante_goleador
5463,Tobías Cervera,Platense,SYR,"FW,MF",FW,22,0.5,centroavante_goleador
5464,Edwuin Cetré,Estudiantes–LP,COL,"FW,MF",FW,27,6.0,centroavante_goleador
5465,Jeremías Chavero,Lanús,ARG,FW,FW,19,0.0,centroavante_goleador
5466,Lautaro Chávez,Aldosivi,ARG,"FW,MF",FW,24,4.2,centroavante_goleador
5467,Giovani Chiaverano,Newell's OB,ARG,"FW,MF",FW,20,2.2,centroavante_goleador
5468,Agustín Colazo,Unión,ARG,FW,FW,24,5.0,centroavante_goleador
5469,Facundo Colidio,River Plate,ARG,FW,FW,25,11.7,centroavante_goleador
5470,Nazareno Colombo,Racing Club,ARG,DF,DF,26,12.5,zagueiro_construtor
5471,Gabriel Compagnucci,Belgrano,ARG,DF,DF,33,9.9,zagueiro_construtor
5472,Germán Conti,Racing Club,ARG,DF,DF,31,2.8,zagueiro_construtor
5473,Julián Contrera,Sarmiento,ARG,MF,MF,22,1.6,meia_criativo
5474,Enzo Copetti,Rosario Central,ARG,FW,FW,29,12.8,centroavante_goleador
5475,Fabricio Corbalan,Gimnasia–LP,ARG,"DF,FW",DF,21,3.1,zagueiro_construtor
5476,Nicolás Cordero,Arg Juniors,ARG,FW,FW,26,0.2,centroavante_goleador
5477,Nicolás Cordero,Instituto,ARG,FW,FW,26,6.1,centroavante_goleador
5478,Emanuel Coronel,Rosario Central,ARG,DF,DF,28,13.6,zagueiro_construtor
5479,Kevin Coronel,Arg Juniors,ARG,DF,DF,20,0.3,zagueiro_construtor
5480,Mateo Coronel,Atlé Tucumán,ARG,FW,FW,26,11.2,centroavante_goleador
5481,Claudio Corvalán,Unión,ARG,DF,DF,36,11.0,zagueiro_construtor
5482,Ayrton Costa,Boca Juniors,ARG,DF,DF,26,7.1,zagueiro_construtor
5483,Leonard Costa,Ind. Rivadavia,URU,DF,DF,27,4.3,zagueiro_construtor
5484,Giorgio Costantini,River Plate,BRA,FW,FW,19,0.0,centroavante_goleador
5485,Juan Cozzani,Platense,ARG,GK,GK,26,18.0,goleiro_titular
5486,Thiago Cravero,Belgrano,ARG,MF,MF,22,2.0,box_to_box
5487,Sebastián Cristóforo,Cen. Córdoba–SdE,URU,"MF,FW",MF,31,3.8,meia_criativo
5488,Juan Cruz Komar,Rosario Central,ARG,DF,DF,28,8.7,zagueiro_construtor
5489,Alexis Cuello,San Lorenzo,ARG,"FW,MF",FW,25,11.8,centroavante_goleador
5490,Víctor Cuesta,Newell's OB,ARG,DF,DF,36,10.9,zagueiro_construtor
5491,Braian Cufré,Cen. Córdoba–SdE,ARG,DF,DF,28,9.5,zagueiro_construtor
5492,Santiago Dalmasso,Boca Juniors,ARG,MF,MF,21,0.1,meia_criativo
5493,Santiago Daniele,Banfield,ARG,DF,DF,19,1.0,zagueiro_construtor
5494,Leonel Dante Álvarez,San Martín de San Juan,ARG,DF,DF,29,9.0,zagueiro_construtor
5495,Agustín Dáttola,Belgrano,ARG,DF,DF,26,4.0,zagueiro_construtor
5496,Fernando David Cardozo,Newell's OB,PAR,"MF,FW",MF,24,5.4,box_to_box
5497,Jonathan David Gómez,Rosario Central,ARG,MF,MF,35,0.8,meia_criativo
5498,Jonathan David Gómez,Sarmiento,ARG,"MF,FW",MF,35,0.2,meia_criativo
5499,Hernán De La Fuente,Huracán,ARG,DF,DF,28,5.0,zagueiro_construtor
5500,Matías De los Santos,Atlé Tucumán,URU,DF,DF,32,10.0,zagueiro_construtor
5501,Mathías De Ritis,Banfield,URU,DF,DF,22,11.8,zagueiro_construtor
5502,Ramiro Degregorio,Racing Club,ARG,"FW,MF",FW,22,0.7,centroavante_goleador
5503,Ronaldo Dejesús,Lanús,PAR,DF,DF,24,12.0,zagueiro_construtor
5504,Mateo Del Blanco,Unión,ARG,"DF,MF",DF,21,13.7,zagueiro_construtor
5505,Milton Delgado,Boca Juniors,ARG,MF,MF,20,9.4,meia_criativo
5506,Jonathan Dellarossa,Instituto,ARG,FW,FW,25,1.9,centroavante_goleador
5507,Nicolás Demartini,Barracas Central,ARG,DF,DF,25,11.4,zagueiro_construtor
5508,Valentín Depietri,Talleres,ARG,FW,FW,24,7.7,centroavante_goleador
5509,Facundo Di Biasi,Gimnasia–LP,ARG,MF,MF,20,11.2,meia_criativo
5510,Marco Di Cesare,Racing Club,ARG,DF,DF,23,11.1,zagueiro_construtor
5511,Lautaro Di Lollo,Boca Juniors,ARG,DF,DF,21,9.2,zagueiro_construtor
5512,Ramiro Di Luciano,Banfield,ARG,DF,DF,21,12.4,zagueiro_construtor
5513,Ángel Di María,Rosario Central,ARG,FW,FW,37,2.0,centroavante_goleador
5514,Lucas Diarte,San Martín de San Juan,ARG,DF,DF,32,7.6,zagueiro_construtor
5515,Alexander Díaz,Deportivo Riestra,ARG,"FW,MF",FW,25,4.4,centroavante_goleador
5516,Damián Díaz,Banfield,ECU,"MF,FW",MF,39,2.1,meia_criativo
5517,Diego Díaz,Unión,ARG,FW,FW,23,1.6,centroavante_goleador
5518,Franco Díaz,Instituto,ARG,"MF,FW",MF,24,3.7,meia_criativo
5519,Gabriel Díaz,Sarmiento,ARG,"DF,FW",DF,25,8.5,zagueiro_construtor
5520,Leandro Díaz,Atlé Tucumán,ARG,FW,FW,33,11.2,centroavante_goleador
5521,Paulo Díaz,River Plate,CHI,DF,DF,30,9.8,zagueiro_construtor
5522,Jerónimo Domina,Unión,ARG,"FW,MF",FW,19,7.3,centroavante_goleador
5523,Alexis Dominguez,Aldosivi,ARG,"FW,MF",FW,28,2.5,centroavante_goleador
5524,Nery Domínguez,San Lorenzo,ARG,"MF,DF",MF,35,2.5,box_to_box
5525,Sebastián Driussi,River Plate,ARG,"FW,MF",FW,29,7.7,centroavante_goleador
5526,Gaspar Duarte,Rosario Central,ARG,"FW,MF",FW,22,8.5,centroavante_goleador
5527,Tomás Durso,Atlé Tucumán,ARG,GK,GK,26,11.0,goleiro_titular
5528,Edgar Elizalde,Platense,URU,DF,DF,25,0.9,zagueiro_construtor
5529,Gastón Emanuel Moreyra,San Martín de San Juan,ARG,MF,MF,25,0.8,meia_criativo
5530,José Enrique Angulo,Unión,ECU,FW,FW,30,0.6,centroavante_goleador
5531,Lautaro Escalante,San Martín de San Juan,ARG,MF,MF,26,1.6,meia_criativo
5532,Valentín Escalante,San Lorenzo,ARG,FW,FW,21,0.0,centroavante_goleador
5533,Gonzalo Escudero,Racing Club,ARG,DF,DF,18,1.0,zagueiro_construtor
5534,Juan Espínola,Belgrano,PAR,GK,GK,30,11.0,goleiro_titular
5535,Marcelo Esponda,Aldosivi,ARG,MF,MF,22,9.4,meia_criativo
5536,Santiago Esquivel,Banfield,ARG,"MF,FW",MF,21,3.2,meia_criativo
5537,Marcelo Estigarribia,Atlé Tucumán,ARG,FW,FW,30,1.0,centroavante_goleador
5538,Marcelo Estigarribia,Unión,ARG,FW,FW,30,10.2,centroavante_goleador
5539,Yair Ezequiel Arismendi,Sarmiento,ARG,"DF,MF",DF,27,1.4,zagueiro_construtor
5540,Frank Fabra,Boca Juniors,COL,DF,DF,34,1.2,zagueiro_construtor
5541,Kevin Facundo Gutiérrez,Defensa y Just,ARG,MF,MF,28,14.6,meia_criativo
5542,Franco Fagundez,Deportivo Riestra,URU,FW,FW,26,0.4,centroavante_goleador
5543,Lucio Falasco,Aldosivi,ARG,"MF,FW",MF,21,0.0,meia_criativo
5544,Facundo Farías,Estudiantes–LP,ARG,"MF,FW",MF,22,2.5,meia_criativo
5545,Valentín Fascendini,Unión,ARG,DF,DF,22,5.8,zagueiro_construtor
