rk,player,squad,nation,pos,primary_pos,age,ninetys,tag
5329,Joaquín Ardaiz,Sarmiento,URU,FW,FW,26,1.6,segundo_atacante
5330,Facundo Ardiles,Godoy Cruz,ARG,DF,DF,26,0.5,zagueiro_classico
5331,Gabriel Arias,Racing Club,CHI,GK,GK,37,12.3,goleiro_reserva
5332,Matías Arias,Vélez Sarsfield,ARG,MF,MF,18,0.2,volante_defensivo
5333,Ramón Arias,Tigre,URU,DF,DF,32,3.1,zagueiro_classico
5334,Franco Armani,River Plate,ARG,GK,GK,38,18.0,goleiro_titular
5335,Blas Armoa,Tigre,PAR,FW,FW,25,3.2,segundo_atacante
5336,Marcos Arturia,Banfield,ARG,FW,FW,27,5.2,centroavante_goleador
5337,Santiago Arzamendia,Estudiantes–LP,PAR,DF,DF,27,10.2,zagueiro_classico
5338,Santiago Ascacíbar,Estudiantes–LP,ARG,MF,MF,28,14.0,box_to_box
5339,Jorge de Asís,Gimnasia–LP,ARG,MF,MF,19,0.0,volante_defensivo
5340,Agustín Auzmendi,Godoy Cruz,ARG,FW,FW,28,4.7,centroavante_goleador
5341,Carlos Auzqui,Atlé Tucumán,ARG,MF,MF,34,7.4,volante_defensivo
5342,Gabriel Ávalos,Independiente,PAR,FW,FW,34,11.5,centroavante_goleador
5343,Elías Báez,San Lorenzo,ARG,DF,DF,20,17.2,zagueiro_construtor
5344,Claudio Baeza,Vélez Sarsfield,CHI,MF,MF,31,5.1,volante_defensivo
5345,Mateo Bajamich,Atlé Tucumán,ARG,"FW,MF",FW,25,8.1,ponta_dribllador
5346,Kevin Balanta,Defensa y Just,COL,DF,DF,28,4.7,zagueiro_classico
5347,Adrián Balboa,Racing Club,URU,FW,FW,31,6.4,centroavante_goleador
5348,Franco Baldassarra,Platense,ARG,MF,MF,26,2.7,volante_defensivo
5349,Éver Banega,Newell's OB,ARG,MF,MF,37,14.8,box_to_box
5350,Nahuel Banegas,Tigre,ARG,DF,DF,28,13.4,lateral_ofensivo
5351,Juan Barbieri,Ind. Rivadavia,ARG,"FW,MF",FW,28,4.9,centroavante_goleador
5352,David Barbona,Defensa y Just,ARG,"MF,FW",MF,30,3.1,meia_criativo
5353,Juan Barinaga,Boca Juniors,ARG,DF,DF,24,2.5,zagueiro_classico
5354,Williams Barlasina,Newell's OB,ARG,GK,GK,27,1.0,goleiro_reserva
5355,Williams Barlasina,Aldosivi,ARG,GK,GK,27,4.0,goleiro_reserva
5356,Daniel Barrea,Godoy Cruz,ARG,"FW,MF",FW,23,5.2,segundo_atacante
5357,Diego Barrera,Cen. Córdoba–SdE,ARG,"MF,FW",MF,21,3.9,meia_criativo
5358,Alan Barrionuevo,Tigre,ARG,DF,DF,28,1.1,zagueiro_classico
5359,Martín Barrios,Racing Club,URU,MF,MF,26,4.9,meia_criativo
5360,Nahuel Barrios,Barracas Central,ARG,"MF,FW",MF,27,7.4,box_to_box
5361,Rafael Barrios,Barracas Central,ARG,DF,DF,32,5.0,zagueiro_classico
5362,Bautista Barros Schelotto,Platense,ARG,DF,DF,25,4.5,zagueiro_classico
5363,Damián Batallini,Instituto,ARG,"MF,FW",MF,29,8.0,box_to_box
5364,Rodrigo Battaglia,Boca Juniors,ARG,"DF,MF",DF,34,12.1,zagueiro_classico
5365,Juan Bautista Cejas,Godoy Cruz,ARG,"FW,MF",FW,27,0.8,centroavante_goleador
5366,Jonathan Bay,Platense,ARG,DF,DF,32,5.3,zagueiro_classico
5367,Tomás Belmonte,Boca Juniors,ARG,MF,MF,27,9.9,volante_defensivo
5368,Gastón Benavídez,Talleres,ARG,DF,DF,29,9.8,lateral_ofensivo
5369,Gastón Benedetti,Estudiantes–LP,ARG,DF,DF,24,6.6,lateral_ofensivo
5370,Nicolás Benegas,Deportivo Riestra,ARG,FW,FW,29,10.6,segundo_atacante
5371,Rubén Bentancourt,Arg Juniors,URU,FW,FW,32,1.1,centroavante_goleador
5372,Lucas Besozzi,Tigre,ARG,FW,FW,22,0.5,centroavante_goleador
5373,Lucas Besozzi,Cen. Córdoba–SdE,ARG,"MF,FW",MF,22,1.0,meia_criativo
5374,Juan Bisanz,Banfield,ARG,"FW,MF",FW,23,5.7,segundo_atacante
5375,Juan Bisanz,Huracán,ARG,FW,FW,23,0.4,centroavante_goleador
5376,Lautaro Blanco,Boca Juniors,ARG,DF,DF,26,12.8,lateral_ofensivo
5377,Pablo de Blasis,Gimnasia–LP,ARG,MF,MF,37,7.7,volante_defensivo
5378,Lucas Blondel,Boca Juniors,SUI,"DF,MF",DF,28,6.1,lateral_ofensivo
5379,Roberto Bochi,Aldosivi,ARG,MF,MF,35,11.3,volante_defensivo
5380,Luciano Boggio,Lanús,ITA,MF,MF,26,0.1,volante_defensivo
5381,Enrique Bologna,Defensa y Just,ARG,GK,GK,43,17.0,goleiro_titular
5382,Matías Borgogno,San Martín de San Juan,ARG,GK,GK,26,17.0,goleiro_joia
5383,Miguel Borja,River Plate,COL,FW,FW,32,10.5,centroavante_goleador
5384,Benjamín Bosch,Vélez Sarsfield,ARG,MF,MF,20,1.2,volante_defensivo
5385,Sebastián Boselli,Estudiantes–LP,URU,DF,DF,21,11.6,zagueiro_classico
5386,Rubén Botta,Talleres,ARG,"MF,FW",MF,35,7.7,volante_defensivo
5387,Tomás Bottari,Ind. Rivadavia,ARG,MF,MF,24,9.0,volante_defensivo
5388,Walter Bou,Lanús,ARG,FW,FW,31,12.8,centroavante_goleador
5389,Agustín Bouzat,Vélez Sarsfield,ARG,MF,MF,31,15.5,volante_defensivo
5390,Mariano Bracamonte,Deportivo Riestra,ARG,DF,DF,26,6.5,zagueiro_classico
5391,Malcom Braida,San Lorenzo,ARG,"FW,MF",FW,28,14.8,ponta_dribllador
5392,Malcom Braida,Boca Juniors,ARG,FW,FW,28,1.7,centroavante_goleador
5393,Moisés Brandán,Atlé Tucumán,ARG,DF,DF,25,3.4,zagueiro_classico
5394,Agustin Bravo,Rosario Central,ARG,"DF,FW",DF,24,2.2,zagueiro_classico
5395,Gonzalo Bravo,Deportivo Riestra,ARG,"MF,FW",MF,35,1.4,meia_criativo
5396,Néstor Breitenbruch,Aldosivi,ARG,DF,DF,29,14.9,zagueiro_classico
5397,Leandro Brey,Boca Juniors,ARG,GK,GK,22,2.0,goleiro_joia
5398,Norberto Briasco,Gimnasia–LP,ARM,"FW,MF",FW,29,3.6,centroavante_goleador
5399,Elías Brito,Lanús,ARG,DF,DF,19,0.0,zagueiro_classico
5400,Miguel Brizuela,Atlé Tucumán,ARG,DF,DF,28,12.5,zagueiro_classico
5401,Manuel Brondo,Arg Juniors,ARG,"FW,MF",FW,23,0.7,centroavante_goleador
5402,Jorge Broun,Rosario Central,ARG,GK,GK,39,16.0,goleiro_titular
5403,Facundo Bruera,Barracas Central,ARG,"FW,MF",FW,26,7.4,centroavante_goleador
5404,Leonel Bucca,Ind. Rivadavia,ARG,MF,MF,26,0.3,volante_defensivo
5405,Valentín Burgoa,Sarmiento,ARG,"MF,FW",MF,25,6.8,box_to_box
5406,Esteban Burgos,San Martín de San Juan,ARG,DF,DF,33,9.1,zagueiro_classico
5407,Joaquín Burgos,Estudiantes–LP,ARG,"FW,MF",FW,20,5.3,segundo_atacante
5408,Javier Burrai,Talleres,ECU,GK,GK,34,1.5,goleiro_reserva
5409,Fabricio Bustos,River Plate,ARG,DF,DF,29,5.3,zagueiro_classico
5410,Nahuel Bustos,Talleres,ARG,"FW,MF",FW,27,7.9,centroavante_goleador
5411,Favio Cabral,Cen. Córdoba–SdE,ARG,FW,FW,24,4.3,centroavante_goleador
5412,Luciano Cabral,Independiente,CHI,MF,MF,30,9.4,box_to_box
5413,Rodrigo Cabral,Huracán,ARG,"FW,MF",FW,24,2.5,segundo_atacante
5414,Yonathan Cabral,Aldosivi,ARG,DF,DF,33,4.4,zagueiro_classico
5415,Bruno Cabrera,Lanús,ARG,FW,FW,22,2.2,centroavante_goleador
5416,Elías Cabrera,Tigre,ARG,"MF,FW",MF,22,11.8,meia_criativo
5417,Lisandro Cabrera,Atlé Tucumán,ARG,"FW,MF",FW,27,4.2,segundo_atacante
5418,Juan Cáceres,Lanús,PAR,DF,DF,25,3.0,zagueiro_classico
5419,Brian Calderara,Newell's OB,ARG,DF,DF,26,0.8,zagueiro_classico
5420,Facundo Cambeses,Racing Club,ARG,GK,GK,28,4.7,goleiro_reserva
5421,Juan Camilo Portilla,Talleres,COL,MF,MF,26,9.8,volante_defensivo
5422,Jaminton Campaz,Rosario Central,COL,"FW,MF",FW,25,10.6,ponta_dribllador
5423,Jhonatan Candia,Barracas Central,URU,"FW,MF",FW,30,11.2,centroavante_goleador
5424,Alexis Canelo,Lanús,ARG,FW,FW,33,2.8,segundo_atacante
5425,Ezequiel Cañete,Unión,ARG,"MF,FW",MF,26,0.5,volante_defensivo
5426,Ezequiel Cannavo,Defensa y Just,ARG,DF,DF,23,13.4,lateral_ofensivo
5427,Víctor Cantillo,Huracán,COL,"MF,FW",MF,31,0.3,volante_defensivo
5428,Giovanni Cantizano,Rosario Central,ARG,"MF,FW",MF,18,0.7,meia_criativo
5429,Nicolás Capraro,Barracas Central,ARG,DF,DF,27,1.5,zagueiro_classico
5430,Gabriel Carabajal,Sarmiento,ARG,"MF,FW",MF,33,8.4,meia_criativo
5431,Mauricio Cardillo,Ind. Rivadavia,ARG,"MF,DF",MF,22,9.8,box_to_box
5432,Tomás Cardona,Tigre,ARG,FW,FW,29,0.1,centroavante_goleador
5433,Tomás Cardona,Talleres,ARG,DF,DF,29,2.0,zagueiro_classico
5434,Agustín Cardozo,Lanús,ARG,MF,MF,28,15.3,volante_defensivo
5435,Juan Cardozo,Arg Juniors,PAR,MF,MF,21,1.3,volante_defensivo
5436,Leonel Cardozo,Lanús,ARG,DF,DF,21,1.1,zagueiro_classico
5437,Thiago Cardozo,Unión,URU,GK,GK,28,14.0,goleiro_joia
5438,Thiago Cardozo,Belgrano,URU,GK,GK,28,1.0,goleiro_reserva
5439,Jan Carlos Hurtado,Gimnasia–LP,VEN,FW,FW,25,4.0,centroavante_goleador
5440,Nicolás Caro,Deportivo Riestra,ARG,DF,DF,30,8.2,zagueiro_classico
5441,Jorge Carranza,Aldosivi,ARG,GK,GK,44,13.0,goleiro_reserva
5442,Ramiro Carrera,Lanús,ARG,"MF,FW",MF,31,10.0,volante_defensivo
5443,Guido Carrillo,Estudiantes–LP,ARG,FW,FW,34,9.2,segundo_atacante
5444,Maher Carrizo,Vélez Sarsfield,ARG,"FW,MF",FW,19,9.8,centroavante_goleador
5445,Maximiliano Casa,San Martín de San Juan,ARG,MF,MF,32,0.6,volante_defensivo
5446,Milton Casco,River Plate,ARG,DF,DF,37,5.4,zagueiro_classico
5447,Rodrigo Cáseres,San Martín de San Juan,ARG,DF,DF,27,13.1,zagueiro_classico
5448,Yuri Casermeiro,Cen. Córdoba–SdE,ARG,DF,DF,23,6.0,zagueiro_classico
5449,Kevin Castaño,River Plate,COL,MF,MF,24,6.1,volante_defensivo
5450,Rodrigo Castillo,Lanús,ARG,"FW,MF",FW,26,0.4,centroavante_goleador
5451,Rodrigo Castillo,Gimnasia–LP,ARG,FW,FW,26,15.4,centroavante_goleador
5452,Alexis Castro,Estudiantes–LP,ARG,"FW,MF",FW,30,4.0,centroavante_goleador
5453,Lucas Castro,Gimnasia–LP,ARG,MF,MF,36,12.3,volante_defensivo
5454,Nicolás Castro,Atlé Tucumán,ARG,MF,MF,34,2.9,meia_criativo
5455,Juan Cavallaro,San Martín de San Juan,ARG,"MF,FW",MF,31,4.9,volante_defensivo
5456,Tomás Cavanagh,Vélez Sarsfield,ARG,DF,DF,24,1.8,zagueiro_classico
5457,Edinson Cavani,Boca Juniors,URU,FW,FW,38,9.5,segundo_atacante
5458,Emanuel Cecchini,San Lorenzo,ARG,MF,MF,28,6.5,volante_defensivo
5459,Milton Céliz,Deportivo Riestra,ARG,MF,MF,32,15.8,volante_defensivo
5460,Ezequiel Centurión,Ind. Rivadavia,ARG,GK,GK,28,17.0,goleiro_titular
5461,Giuliano Cerato,Aldosivi,ARG,"MF,DF",MF,27,11.4,volante_defensivo
5462,Ezequiel Cerutti,San Lorenzo,ARG,FW,FW,33,8.9,ponta_dribllador
5463,Tobías Cervera,Platense,SYR,"FW,MF",FW,22,0.5,segundo_atacante
5464,Edwuin Cetré,Estudiantes–LP,COL,"FW,MF",FW,27,6.0,centroavante_goleador
5465,Jeremías Chavero,Lanús,ARG,FW,FW,19,0.0,centroavante_goleador
5466,Lautaro Chávez,Aldosivi,ARG,"FW,MF",FW,24,4.2,segundo_atacante
5467,Giovani Chiaverano,Newell's OB,ARG,"FW,MF",FW,20,2.2,centroavante_goleador
5468,Agustín Colazo,Unión,ARG,FW,FW,24,5.0,centroavante_goleador
5469,Facundo Colidio,River Plate,ARG,FW,FW,25,11.7,ponta_dribllador
5470,Nazareno Colombo,Racing Club,ARG,DF,DF,26,12.5,zagueiro_construtor
5471,Gabriel Compagnucci,Belgrano,ARG,DF,DF,33,9.9,lateral_ofensivo
5472,Germán Conti,Racing Club,ARG,DF,DF,31,2.8,zagueiro_classico
5473,Julián Contrera,Sarmiento,ARG,MF,MF,22,1.6,volante_defensivo
5474,Enzo Copetti,Rosario Central,ARG,FW,FW,29,12.8,segundo_atacante
5475,Fabricio Corbalan,Gimnasia–LP,ARG,"DF,FW",DF,21,3.1,zagueiro_classico
5476,Nicolás Cordero,Arg Juniors,ARG,FW,FW,26,0.2,centroavante_goleador
5477,Nicolás Cordero,Instituto,ARG,FW,FW,26,6.1,centroavante_goleador
5478,Emanuel Coronel,Rosario Central,ARG,DF,DF,28,13.6,lateral_ofensivo
5479,Kevin Coronel,Arg Juniors,ARG,DF,DF,20,0.3,zagueiro_classico
5480,Mateo Coronel,Atlé Tucumán,ARG,FW,FW,26,11.2,segundo_atacante
5481,Claudio Corvalán,Unión,ARG,DF,DF,36,11.0,zagueiro_construtor
5482,Ayrton Costa,Boca Juniors,ARG,DF,DF,26,7.1,zagueiro_classico
5483,Leonard Costa,Ind. Rivadavia,URU,DF,DF,27,4.3,zagueiro_classico
5484,Giorgio Costantini,River Plate,BRA,FW,FW,19,0.0,centroavante_goleador
5485,Juan Cozzani,Platense,ARG,GK,GK,26,18.0,goleiro_joia
5486,Thiago Cravero,Belgrano,ARG,MF,MF,22,2.0,volante_defensivo
5487,Sebastián Cristóforo,Cen. Córdoba–SdE,URU,"MF,FW",MF,31,3.8,volante_defensivo
5488,Juan Cruz Komar,Rosario Central,ARG,DF,DF,28,8.7,zagueiro_classico
5489,Alexis Cuello,San Lorenzo,ARG,"FW,MF",FW,25,11.8,ponta_dribllador
5490,Víctor Cuesta,Newell's OB,ARG,DF,DF,36,10.9,zagueiro_classico
5491,Braian Cufré,Cen. Córdoba–SdE,ARG,DF,DF,28,9.5,lateral_ofensivo
5492,Santiago Dalmasso,Boca Juniors,ARG,MF,MF,21,0.1,meia_criativo
5493,Santiago Daniele,Banfield,ARG,DF,DF,19,1.0,zagueiro_classico
5494,Leonel Dante Álvarez,San Martín de San Juan,ARG,DF,DF,29,9.0,zagueiro_classico
5495,Agustín Dáttola,Belgrano,ARG,DF,DF,26,4.0,zagueiro_classico
5496,Fernando David Cardozo,Newell's OB,PAR,"MF,FW",MF,24,5.4,volante_defensivo
5497,Jonathan David Gómez,Rosario Central,ARG,MF,MF,35,0.8,volante_defensivo
5498,Jonathan David Gómez,Sarmiento,ARG,"MF,FW",MF,35,0.2,meia_criativo
5499,Hernán De La Fuente,Huracán,ARG,DF,DF,28,5.0,zagueiro_classico
5500,Matías De los Santos,Atlé Tucumán,URU,DF,DF,32,10.0,zagueiro_classico
5501,Mathías De Ritis,Banfield,URU,DF,DF,22,11.8,zagueiro_classico
5502,Ramiro Degregorio,Racing Club,ARG,"FW,MF",FW,22,0.7,centroavante_goleador
5503,Ronaldo Dejesús,Lanús,PAR,DF,DF,24,12.0,zagueiro_classico
5504,Mateo Del Blanco,Unión,ARG,"DF,MF",DF,21,13.7,zagueiro_construtor
5505,Milton Delgado,Boca Juniors,ARG,MF,MF,20,9.4,volante_defensivo
5506,Jonathan Dellarossa,Instituto,ARG,FW,FW,25,1.9,segundo_atacante
5507,Nicolás Demartini,Barracas Central,ARG,DF,DF,25,11.4,zagueiro_classico
5508,Valentín Depietri,Talleres,ARG,FW,FW,24,7.7,ponta_dribllador
5509,Facundo Di Biasi,Gimnasia–LP,ARG,MF,MF,20,11.2,volante_defensivo
5510,Marco Di Cesare,Racing Club,ARG,DF,DF,23,11.1,zagueiro_classico
5511,Lautaro Di Lollo,Boca Juniors,ARG,DF,DF,21,9.2,zagueiro_classico
5512,Ramiro Di Luciano,Banfield,ARG,DF,DF,21,12.4,lateral_ofensivo
5513,Ángel Di María,Rosario Central,ARG,FW,FW,37,2.0,centroavante_goleador
5514,Lucas Diarte,San Martín de San Juan,ARG,DF,DF,32,7.6,zagueiro_classico
5515,Alexander Díaz,Deportivo Riestra,ARG,"FW,MF",FW,25,4.4,segundo_atacante
5516,Damián Díaz,Banfield,ECU,"MF,FW",MF,39,2.1,meia_criativo
5517,Diego Díaz,Unión,ARG,FW,FW,23,1.6,centroavante_goleador
5518,Franco Díaz,Instituto,ARG,"MF,FW",MF,24,3.7,meia_criativo
5519,Gabriel Díaz,Sarmiento,ARG,"DF,FW",DF,25,8.5,lateral_ofensivo
5520,Leandro Díaz,Atlé Tucumán,ARG,FW,FW,33,11.2,centroavante_goleador
5521,Paulo Díaz,River Plate,CHI,DF,DF,30,9.8,zagueiro_classico
5522,Jerónimo Domina,Unión,ARG,"FW,MF",FW,19,7.3,ponta_dribllador
5523,Alexis Dominguez,Aldosivi,ARG,"FW,MF",FW,28,2.5,centroavante_goleador
5524,Nery Domínguez,San Lorenzo,ARG,"MF,DF",MF,35,2.5,volante_defensivo
5525,Sebastián Driussi,River Plate,ARG,"FW,MF",FW,29,7.7,centroavante_goleador
5526,Gaspar Duarte,Rosario Central,ARG,"FW,MF",FW,22,8.5,centroavante_goleador
5527,Tomás Durso,Atlé Tucumán,ARG,GK,GK,26,11.0,goleiro_joia
5528,Edgar Elizalde,Platense,URU,DF,DF,25,0.9,zagueiro_classico
5529,Gastón Emanuel Moreyra,San Martín de San Juan,ARG,MF,MF,25,0.8,meia_criativo
5530,José Enrique Angulo,Unión,ECU,FW,FW,30,0.6,centroavante_goleador
5531,Lautaro Escalante,San Martín de San Juan,ARG,MF,MF,26,1.6,meia_criativo
5532,Valentín Escalante,San Lorenzo,ARG,FW,FW,21,0.0,centroavante_goleador
5533,Gonzalo Escudero,Racing Club,ARG,DF,DF,18,1.0,zagueiro_classico
5534,Juan Espínola,Belgrano,PAR,GK,GK,30,11.0,goleiro_reserva
5535,Marcelo Esponda,Aldosivi,ARG,MF,MF,22,9.4,volante_defensivo
5536,Santiago Esquivel,Banfield,ARG,"MF,FW",MF,21,3.2,volante_defensivo
5537,Marcelo Estigarribia,Atlé Tucumán,ARG,FW,FW,30,1.0,segundo_atacante
5538,Marcelo Estigarribia,Unión,ARG,FW,FW,30,10.2,segundo_atacante
5539,Yair Ezequiel Arismendi,Sarmiento,ARG,"DF,MF",DF,27,1.4,zagueiro_classico
5540,Frank Fabra,Boca Juniors,COL,DF,DF,34,1.2,zagueiro_classico
5541,Kevin Facundo Gutiérrez,Defensa y Just,ARG,MF,MF,28,14.6,volante_defensivo
5542,Franco Fagundez,Deportivo Riestra,URU,FW,FW,26,0.4,centroavante_goleador
5543,Lucio Falasco,Aldosivi,ARG,"MF,FW",MF,21,0.0,meia_criativo
5544,Facundo Farías,Estudiantes–LP,ARG,"MF,FW",MF,22,2.5,volante_defensivo
5545,Valentín Fascendini,Unión,ARG,DF,DF,22,5.8,zagueiro_classico
5546,Federico Fattori,Arg Juniors,ARG,MF,MF,32,14.2,volante_defensivo
5547,Adrián Fernández,Racing Club,ARG,"FW,MF",FW,24,2.8,segundo_atacante
5548,Damián Fernández,Vélez Sarsfield,ARG,DF,DF,24,10.5,zagueiro_classico
5549,Damián Fernández,Defensa y Just,ARG,DF,DF,24,1.0,zagueiro_classico
5550,Gustavo Fernández,Deportivo Riestra,ARG,FW,FW,34,0.8,segundo_atacante
5551,Ignacio Fernández,River Plate,ARG,MF,MF,35,2.7,meia_criativo
5552,Manuel Fernández,Vélez Sarsfield,ARG,FW,FW,20,0.5,centroavante_goleador
5553,Martín Fernández,Gimnasia–LP,URU,MF,MF,24,7.5,volante_defensivo
5554,Matías Fernández,Ind. Rivadavia,ARG,MF,MF,24,5.6,meia_criativo
5555,Nicolás Fernández,Belgrano,ARG,"FW,MF",FW,29,12.9,centroavante_goleador
5556,Rodrigo Fernández,Independiente,URU,MF,MF,29,2.7,volante_defensivo
5557,Santiago Fernández,Talleres,ARG,DF,DF,20,6.0,zagueiro_classico
5558,Tomás Fernández,San Martín de San Juan,ARG,"MF,FW",MF,26,6.9,meia_criativo
5559,Gianluca Ferrari,Atlé Tucumán,ARG,DF,DF,28,12.0,zagueiro_classico
5560,Clever Ferreira,Atlé Tucumán,PAR,DF,DF,22,2.0,zagueiro_classico
5561,Cristian Ferreira,Arg Juniors,ARG,"FW,MF",FW,25,0.5,centroavante_goleador
5562,Lucas Ferreira,Defensa y Just,URU,DF,DF,25,11.5,zagueiro_classico
5563,Sebastián Ferreira,Rosario Central,PAR,FW,FW,27,3.4,centroavante_goleador
5564,Héctor Fértoli,Tigre,ARG,"MF,FW",MF,30,5.6,volante_defensivo
5565,Jorge Figal,Boca Juniors,ARG,DF,DF,31,0.8,zagueiro_classico
5566,Jose Florentín,Cen. Córdoba–SdE,PAR,MF,MF,29,14.6,box_to_box
5567,Santiago Flores,Ind. Rivadavia,ARG,DF,DF,24,0.9,zagueiro_classico
5568,Matias Fonseca,Instituto,URU,FW,FW,24,0.8,centroavante_goleador
5569,Franco Fragapane,Unión,ARG,MF,MF,32,8.8,box_to_box
5570,Juan Franco Arrellaga,Instituto,PAR,DF,DF,33,18.0,lateral_ofensivo
5571,Franco Pardo,Unión,ARG,DF,DF,28,15.7,zagueiro_classico
5572,Nicolás Freire,Independiente,ARG,DF,DF,31,2.0,zagueiro_classico
5573,Franco Frías,Sarmiento,ARG,"FW,MF",FW,23,6.0,centroavante_goleador
5574,Ramiro Funes Mori,Estudiantes–LP,ARG,DF,DF,34,4.0,zagueiro_classico
5575,Nazareno Funez,Cen. Córdoba–SdE,ARG,FW,FW,24,2.9,centroavante_goleador
5576,Nazareno Funez,Newell's OB,ARG,"FW,DF",FW,24,2.6,centroavante_goleador
5577,Matías Galarza,Talleres,PAR,"FW,MF",FW,23,9.1,ponta_dribllador
5578,Matías Galarza,Talleres,ARG,MF,MF,23,7.3,volante_defensivo
5579,Pablo Galdames Millán,Independiente,CHI,"MF,FW",MF,28,5.1,meia_criativo
5580,Hernán Galíndez,Huracán,ECU,GK,GK,38,16.0,goleiro_titular
5581,Matías Gallardo,Instituto,ARG,"FW,MF",FW,21,0.2,centroavante_goleador
5582,Rodrigo Gallo,Deportivo Riestra,ARG,DF,DF,24,5.0,zagueiro_classico
5583,Giuliano Galoppo,River Plate,ARG,MF,MF,26,6.7,volante_defensivo
5584,Ignacio Galván,Atlé Tucumán,ARG,DF,DF,22,1.3,zagueiro_classico
5585,Jonathan Galván,Cen. Córdoba–SdE,ARG,"DF,MF",DF,33,11.5,zagueiro_classico
5586,Tomás Galván,Vélez Sarsfield,ARG,"MF,FW",MF,25,6.5,box_to_box
5587,Ariel Gamarra,Arg Juniors,PAR,"DF,MF",DF,22,0.3,zagueiro_classico
5588,Lucas Gamba,Unión,ARG,"FW,MF",FW,38,11.8,ponta_dribllador
5589,Martín Garay,Tigre,ARG,"DF,MF",DF,26,7.5,lateral_ofensivo
5590,Nicolás Garayalde,Gimnasia–LP,ARG,MF,MF,25,4.8,meia_criativo
5591,Agustín García Basso,Racing Club,ARG,DF,DF,33,4.9,zagueiro_classico
5592,Joaquín García,Vélez Sarsfield,ARG,DF,DF,23,0.4,zagueiro_classico
5593,Manuel García,Sarmiento,ARG,MF,MF,26,6.4,volante_defensivo
5594,Martín García,Aldosivi,ARG,MF,MF,19,0.7,volante_defensivo
5595,Matías García,Aldosivi,ARG,"FW,MF",FW,33,1.0,centroavante_goleador
5596,Mariano Gerez,Lanús,ARG,MF,MF,19,0.1,meia_criativo
5597,Francisco Gerometta,Unión,ARG,DF,DF,25,7.6,zagueiro_construtor
5598,Joaquín Gho,Sarmiento,ARG,"MF,FW",MF,22,12.2,volante_defensivo
5599,Laurtaro Giaccone,Rosario Central,ARG,"FW,MF",FW,24,5.8,segundo_atacante
5600,Laurtaro Giaccone,Arg Juniors,ARG,MF,MF,24,0.3,volante_defensivo
5601,Renzo Giampaoli,Gimnasia–LP,ARG,DF,DF,25,5.4,zagueiro_classico
5602,Justo Giani,Aldosivi,ARG,"MF,FW",MF,26,10.4,meia_criativo
5603,Thiago Gigena,Newell's OB,ARG,"FW,MF",FW,19,0.2,centroavante_goleador
5604,Leonardo Gil,Huracán,ARG,MF,MF,34,16.0,box_to_box
5605,Orlando Gil,San Lorenzo,PAR,GK,GK,25,18.0,goleiro_joia
5606,Elián Giménez,Sarmiento,ARG,MF,MF,21,10.2,volante_defensivo
5607,Enzo Giménez,Rosario Central,PAR,"DF,MF",DF,27,5.2,lateral_ofensivo
5608,Juan Giménez,Rosario Central,ARG,DF,DF,19,2.7,zagueiro_classico
5609,Luciano Giménez,Estudiantes–LP,ARG,"FW,MF",FW,25,2.3,centroavante_goleador
5610,Matías Giménez,Independiente,ARG,FW,FW,26,5.1,segundo_atacante
5611,Milton Giménez,Boca Juniors,ARG,FW,FW,28,8.4,centroavante_goleador
5612,Federico Gino,Aldosivi,URU,MF,MF,32,0.7,volante_defensivo
5613,Federico Girotti,Talleres,ARG,FW,FW,26,9.4,segundo_atacante
5614,Dylan Glaby,Cen. Córdoba–SdE,ARG,MF,MF,29,6.7,volante_defensivo
5615,Erik Godoy,Arg Juniors,ARG,DF,DF,31,15.3,zagueiro_classico
5616,Joel Godoy,Sarmiento,ARG,DF,DF,20,8.7,zagueiro_classico
5617,Lautaro Godoy,Atlé Tucumán,PAR,"MF,DF",MF,22,1.1,volante_defensivo
5618,Leonardo Godoy,Independiente,ARG,DF,DF,30,0.9,zagueiro_classico
5619,Matías Godoy,Instituto,ARG,"MF,FW",MF,23,4.5,volante_defensivo
5620,Jonatan Goitía,Deportivo Riestra,ARG,"MF,DF",MF,30,12.9,volante_defensivo
5621,Elías Gómez,Vélez Sarsfield,ARG,DF,DF,31,15.1,zagueiro_construtor
5622,Iván Gómez,Cen. Córdoba–SdE,ARG,MF,MF,28,11.2,meia_criativo
5623,Lucas Gómez,Arg Juniors,ARG,MF,MF,21,2.6,meia_criativo
5624,Luciano Gómez,Ind. Rivadavia,ARG,"DF,MF",DF,29,11.4,zagueiro_construtor
5625,Matias Gomez,Talleres,ARG,"DF,MF",DF,19,1.1,zagueiro_classico
5626,Román Gómez,Estudiantes–LP,ARG,DF,DF,21,1.0,zagueiro_classico
5627,Valentín Gómez,Vélez Sarsfield,ARG,DF,DF,22,7.6,zagueiro_classico
5628,Gonzalo Goñi,Platense,ARG,"DF,FW",DF,26,0.6,zagueiro_classico
5629,Diego González,San Martín de San Juan,ARG,MF,MF,37,5.3,volante_defensivo
5630,Carlos González Espínola,Newell's OB,PAR,FW,FW,32,10.1,centroavante_goleador
5631,Federico González,San Martín de San Juan,ARG,"FW,MF",FW,38,1.9,centroavante_goleador
5632,Francisco González,Belgrano,ARG,MF,MF,28,10.4,volante_defensivo
5633,Francisco González,Newell's OB,ARG,"FW,MF",FW,24,0.7,centroavante_goleador
5634,Francisco González,Defensa y Just,ARG,"FW,MF",FW,24,7.6,ponta_dribllador
